,Vdrive,X,Y,endTime,freq,sensitivity,startTime
0,1.5,-0.0002915877875,-0.000189305270833,1543112724.79,382.9,0.05,1543112719.03
1,1.5,-0.0002918262,-0.000191848391667,1543112730.6,382.8,0.05,1543112724.8
2,1.5,-0.0002918262,-0.0001907358,1543112736.38,382.7,0.05,1543112730.61
3,1.5,-0.000290713608333,-0.000192166275,1543112742.24,382.6,0.05,1543112736.39
4,1.5,-0.000290952020833,-0.000191371566667,1543112748.02,382.5,0.05,1543112742.25
5,1.5,-0.000291269904167,-0.000190894741667,1543112753.78,382.4,0.05,1543112748.02
6,1.5,-0.0002899983375,-0.00019168945,1543112759.63,382.3,0.05,1543112753.78
7,1.5,-0.0002911109625,-0.0001926431,1543112765.42,382.2,0.05,1543112759.63
8,1.5,-0.0002918262,-0.000192722579167,1543112771.22,382.1,0.05,1543112765.43
9,1.5,-0.000291746729167,-0.00019439155,1543112777.03,382.0,0.05,1543112771.23
0,1.5,-0.000291428845833,-0.0001947889125,1543112782.84,381.9,0.05,1543112777.04
1,1.5,-0.0002918262,-0.0001942326,1543112788.62,381.8,0.05,1543112782.85
2,1.5,-0.0002918262,-0.000194391516667,1543112794.4,381.7,0.05,1543112788.63
3,1.5,-0.0002936541125,-0.0001947889125,1543112800.23,381.6,0.05,1543112794.41
4,1.5,-0.0002927799,-0.0001964578,1543112806.0,381.5,0.05,1543112800.23
5,1.5,-0.000293654108333,-0.00019820625,1543112811.77,381.4,0.05,1543112806.0
6,1.5,-0.000294528308333,-0.0001983652,1543112817.57,381.3,0.05,1543112811.77
7,1.5,-0.000294130954167,-0.0001983652,1543112823.46,381.2,0.05,1543112817.57
8,1.5,-0.000294210416667,-0.000199398320833,1543112829.28,381.1,0.05,1543112823.47
9,1.5,-0.000293813066667,-0.00020138515,1543112835.07,381.0,0.05,1543112829.29
0,1.5,-0.000292382525,-0.000202100425,1543112841.01,380.9,0.05,1543112835.07
1,1.5,-0.00029230305,-0.0002012262,1543112846.85,380.8,0.05,1543112841.02
2,1.5,-0.000292223575,-0.000203133541667,1543112852.65,380.7,0.05,1543112846.86
3,1.5,-0.0002921441,-0.000203213020833,1543112858.51,380.6,0.05,1543112852.65
4,1.5,-0.00029262095,-0.000201861995833,1543112864.33,380.5,0.05,1543112858.52
5,1.5,-0.00029325675,-0.0002040872,1543112870.16,380.4,0.05,1543112864.34
6,1.5,-0.0002938130625,-0.000204961425,1543112875.93,380.3,0.05,1543112870.17
7,1.5,-0.000295005133333,-0.000206153529167,1543112881.72,380.2,0.05,1543112875.94
8,1.5,-0.000294448833333,-0.0002062330125,1543112887.56,380.1,0.05,1543112881.73
9,1.5,-0.000295084604167,-0.000207822429167,1543112893.35,380.0,0.05,1543112887.56
0,1.5,-0.000298581375,-0.0002098093,1543112899.13,379.9,0.05,1543112893.36
1,1.5,-0.0002988198,-0.000210445066667,1543112912.13,379.8,0.05,1543112899.14
2,1.5,-0.000300568191667,-0.000209968241667,1543112917.91,379.7,0.05,1543112912.13
3,1.5,-0.000300806604167,-0.0002117166,1543112923.71,379.6,0.05,1543112917.92
4,1.5,-0.000300806608333,-0.000214418708333,1543112929.52,379.5,0.05,1543112923.71
5,1.5,-0.00030040925,-0.000218948645833,1543112935.34,379.4,0.05,1543112929.52
6,1.5,-0.000299376116667,-0.00022109445,1543112941.17,379.3,0.05,1543112935.34
7,1.5,-0.000295799841667,-0.000223001758333,1543112946.94,379.2,0.05,1543112941.17
8,1.5,-0.000293018316667,-0.0002234786,1543112952.7,379.1,0.05,1543112946.94
9,1.5,-0.000291905675,-0.000223875975,1543112958.55,379.0,0.05,1543112952.71
0,1.5,-0.000290872541667,-0.000220697066667,1543112964.36,378.9,0.05,1543112958.56
1,1.5,-0.000291269904167,-0.0002202997,1543112970.13,378.8,0.05,1543112964.37
2,1.5,-0.000291905683333,-0.0002202997,1543112975.89,378.7,0.05,1543112970.14
3,1.5,-0.000292382525,-0.000219504983333,1543112981.69,378.6,0.05,1543112975.89
4,1.5,-0.000292859375,-0.000220061283333,1543112987.47,378.5,0.05,1543112981.7
5,1.5,-0.0002969919125,-0.000220538125,1543112993.23,378.4,0.05,1543112987.47
6,1.5,-0.000297548204167,-0.00022331965,1543112999.03,378.3,0.05,1543112993.24
7,1.5,-0.00029468725,-0.0002247502,1543113004.83,378.2,0.05,1543112999.03
8,1.5,-0.0002977071625,-0.000224988625,1543113010.61,378.1,0.05,1543113004.83
9,1.5,-0.000298422420833,-0.0002250681,1543113016.39,378.0,0.05,1543113010.61
0,1.5,-0.000296832966667,-0.000226578045833,1543113022.21,377.9,0.05,1543113016.39
1,1.5,-0.00029715085,-0.000226737008333,1543113028.0,377.8,0.05,1543113022.22
2,1.5,-0.000299455575,-0.0002307901,1543113033.77,377.7,0.05,1543113028.01
3,1.5,-0.000298740308333,-0.000232697491667,1543113039.64,377.6,0.05,1543113033.78
4,1.5,-0.000298342954167,-0.000233015366667,1543113045.42,377.5,0.05,1543113039.64
5,1.5,-0.000300727141667,-0.0002339690375,1543113051.2,377.4,0.05,1543113045.43
6,1.5,-0.0003008066125,-0.0002384195,1543113057.01,377.3,0.05,1543113051.21
7,1.5,-0.000301521866667,-0.0002384195,1543113062.82,377.2,0.05,1543113057.01
8,1.5,-0.000299694008333,-0.000238657925,1543113068.59,377.1,0.05,1543113062.82
9,1.5,-0.000300886091667,-0.000241598433333,1543113074.35,377.0,0.05,1543113068.6
0,1.5,-0.000299932425,-0.000241916316667,1543113080.11,376.9,0.05,1543113074.36
1,1.5,-0.000298184025,-0.000245731916667,1543113085.88,376.8,0.05,1543113080.12
2,1.5,-0.000299217175,-0.000249785033333,1543113091.78,376.7,0.05,1543113085.89
3,1.5,-0.000299614529167,-0.000249705575,1543113097.64,376.6,0.05,1543113091.78
4,1.5,-0.000299058195833,-0.000251056625,1543113103.52,376.5,0.05,1543113097.64
5,1.5,-0.000299376120833,-0.000252089775,1543113109.46,376.4,0.05,1543113103.53
6,1.5,-0.000295481958333,-0.000253281858333,1543113115.24,376.3,0.05,1543113109.47
7,1.5,-0.000297945575,-0.000255109741667,1543113121.01,376.2,0.05,1543113115.25
8,1.5,-0.0002965945625,-0.000258765495833,1543113126.8,376.1,0.05,1543113121.02
9,1.5,-0.0003001708375,-0.000260354958333,1543113132.59,376.0,0.05,1543113126.81
0,1.5,-0.000297389270833,-0.0002632159875,1543113138.37,375.9,0.05,1543113132.6
1,1.5,-0.0002956409,-0.000264567004167,1543113144.16,375.8,0.05,1543113138.38
2,1.5,-0.000295958783333,-0.0002651233,1543113149.95,375.7,0.05,1543113144.17
3,1.5,-0.00029293885,-0.000266633316667,1543113155.76,375.6,0.05,1543113149.96
4,1.5,-0.000294051475,-0.000268779070833,1543113161.55,375.5,0.05,1543113155.77
5,1.5,-0.000292859375,-0.000270448016667,1543113167.33,375.4,0.05,1543113161.55
6,1.5,-0.0002927799,-0.000270765908333,1543113173.12,375.3,0.05,1543113167.33
7,1.5,-0.000291826204167,-0.000273626920833,1543113178.88,375.2,0.05,1543113173.12
8,1.5,-0.000292859370833,-0.0002775211,1543113184.82,375.1,0.05,1543113178.88
9,1.5,-0.000290236754167,-0.000277839004167,1543113190.59,375.0,0.05,1543113184.83
0,1.5,-0.000290793079167,-0.000278395325,1543113196.39,374.9,0.05,1543113190.59
1,1.5,-0.000288726775,-0.000280461591667,1543113202.2,374.8,0.05,1543113196.4
2,1.5,-0.0002905546375,-0.0002822894875,1543113207.99,374.7,0.05,1543113202.21
3,1.5,-0.000286581025,-0.000284753133333,1543113213.78,374.6,0.05,1543113207.99
4,1.5,-0.0002851505,-0.000285786295833,1543113219.59,374.5,0.05,1543113213.78
5,1.5,-0.000283322616667,-0.00028880625,1543113225.41,374.4,0.05,1543113219.6
6,1.5,-0.000283799466667,-0.000291985158333,1543113231.23,374.3,0.05,1543113225.41
7,1.5,-0.000276249554167,-0.000298422433333,1543113237.02,374.2,0.05,1543113231.24
8,1.5,-0.000273070604167,-0.000302555020833,1543113242.8,374.1,0.05,1543113237.03
9,1.5,-0.0002699711625,-0.000305733925,1543113248.6,374.0,0.05,1543113242.81
0,1.5,-0.0002716401,-0.000305892870833,1543113254.39,373.9,0.05,1543113248.61
1,1.5,-0.000269653266667,-0.000306846566667,1543113260.16,373.8,0.05,1543113254.39
2,1.5,-0.0002699711875,-0.000309628116667,1543113265.94,373.7,0.05,1543113260.16
3,1.5,-0.000268461183333,-0.000312886491667,1543113271.75,373.6,0.05,1543113265.95
4,1.5,-0.000265838575,-0.000311694408333,1543113277.55,373.5,0.05,1543113271.75
5,1.5,-0.000266156475,-0.000314237541667,1543113283.35,373.4,0.05,1543113277.56
6,1.5,-0.000264567004167,-0.000314793854167,1543113289.12,373.3,0.05,1543113283.36
7,1.5,-0.000261149670833,-0.000318926454167,1543113294.9,373.2,0.05,1543113289.12
8,1.5,-0.000263136520833,-0.0003185290875,1543113300.81,373.1,0.05,1543113294.9
9,1.5,-0.000263295454167,-0.000319005925,1543113306.61,373.0,0.05,1543113300.82
0,1.5,-0.000261705991667,-0.0003229795625,1543113312.46,372.9,0.05,1543113306.62
1,1.5,-0.000258368129167,-0.0003226616625,1543113318.35,372.8,0.05,1543113312.46
2,1.5,-0.000253202383333,-0.0003256021625,1543113324.17,372.7,0.05,1543113318.36
3,1.5,-0.000253599754167,-0.0003275889875,1543113329.94,372.6,0.05,1543113324.17
4,1.5,-0.000252169254167,-0.000329257925,1543113335.76,372.5,0.05,1543113329.95
5,1.5,-0.000250500325,-0.000331562616667,1543113341.55,372.4,0.05,1543113335.77
6,1.5,-0.000246606125,-0.0003318805,1543113347.34,372.3,0.05,1543113341.55
7,1.5,-0.000244539495833,-0.000333311033333,1543113353.16,372.2,0.05,1543113347.34
8,1.5,-0.000245016441667,-0.000332834191667,1543113358.93,372.1,0.05,1543113353.17
9,1.5,-0.000241360216667,-0.000333311029167,1543113364.7,372.0,0.05,1543113358.93
0,1.5,-0.000242631929167,-0.000336013116667,1543113370.59,371.9,0.05,1543113364.71
1,1.5,-0.000237147958333,-0.000339192033333,1543113376.35,371.8,0.05,1543113370.59
2,1.5,-0.000237783733333,-0.000337523108333,1543113382.15,371.7,0.05,1543113376.36
3,1.5,-0.000235796925,-0.000341099391667,1543113387.91,371.6,0.05,1543113382.16
4,1.5,-0.000234525345833,-0.000343483558333,1543113393.67,371.5,0.05,1543113387.92
5,1.5,-0.000229518554167,-0.000343165658333,1543113399.47,371.4,0.05,1543113393.67
6,1.5,-0.000226101229167,-0.0003431656625,1543113405.27,371.3,0.05,1543113399.47
7,1.5,-0.000228008579167,-0.000344357775,1543113411.06,371.2,0.05,1543113405.27
8,1.5,-0.0002235581,-0.0003490467,1543113416.87,371.1,0.05,1543113411.06
9,1.5,-0.000223558079167,-0.0003465830125,1543113422.74,371.0,0.05,1543113416.87
0,1.5,-0.000221889158333,-0.000348808266667,1543113428.6,370.9,0.05,1543113422.75
1,1.5,-0.000217994995833,-0.0003496824625,1543113434.39,370.8,0.05,1543113428.61
2,1.5,-0.000211716620833,-0.000351430858333,1543113440.22,370.7,0.05,1543113434.39
3,1.5,-0.0002154518625,-0.000352940854167,1543113446.03,370.6,0.05,1543113440.23
4,1.5,-0.00021100135,-0.000354212404167,1543113451.79,370.5,0.05,1543113446.03
5,1.5,-0.000209411904167,-0.00035619925,1543113464.82,370.4,0.05,1543113451.79
6,1.5,-0.000207027725,-0.000355563466667,1543113470.6,370.3,0.05,1543113464.83
7,1.5,-0.0002063919375,-0.0003566761,1543113476.39,370.2,0.05,1543113470.6
8,1.5,-0.000203848804167,-0.000356676083333,1543113482.14,370.1,0.05,1543113476.39
9,1.5,-0.000200510941667,-0.000357470808333,1543113487.9,370.0,0.05,1543113482.15
0,1.5,-0.000197570433333,-0.0003598549875,1543113493.77,369.9,0.05,1543113487.91
1,1.5,-0.000195583625,-0.000359855,1543113499.58,369.8,0.05,1543113493.77
2,1.5,-0.000194471,-0.000362318658333,1543113505.41,369.7,0.05,1543113499.59
3,1.5,-0.000192961004167,-0.0003617623375,1543113511.26,369.6,0.05,1543113505.41
4,1.5,-0.000186444233333,-0.0003627954875,1543113517.26,369.5,0.05,1543113511.27
